ID,Name,Age,Marks,Grade
2963,Tom,19,67.09,B
2964,David,19,98.87,F
2965,Tom,22,84.65,B
2966,James,22,84.96,B
2967,Alice,18,94.9,B
2968,Rachel,25,75.49,B
2969,Tom,21,64.22,F
2970,James,25,84.76,D
2971,Nina,20,50.4,A
2972,Mike,24,71.74,A
2973,David,21,89.27,B
2974,James,24,99.02,C
2975,Nina,23,57.08,C
2976,Rachel,20,52.96,B
2977,Emma,24,92.4,C
2978,Nina,21,65.02,B
2979,David,20,93.58,A
2980,James,20,58.72,D
2981,John,22,68.05,B
2982,Sara,19,82.54,D
2983,Emma,23,52.46,C
2984,Sara,22,86.26,B
2985,Tom,24,93.04,A
2986,Sara,21,82.91,A
2987,John,19,72.85,D
2988,Sara,18,51.5,A
2989,Emma,19,94.29,D
2990,Rachel,19,60.46,A
2991,Mike,23,54.45,A
2992,Sara,21,83.82,C
2993,David,21,95.49,B
2994,Nina,24,85.94,B
2995,Alice,18,90.73,B
2996,John,19,91.44,C
2997,Sara,21,91.07,F
2998,Mike,25,65.35,C
2999,James,25,73.98,F
3000,Emma,20,50.94,F
3001,Sara,24,87.99,A
3002,Emma,22,87.07,A
3003,Tom,21,88.56,B
3004,Sara,23,96.74,D
3005,James,23,68.32,C
3006,John,18,60.49,C
3007,Nina,18,64.42,C
3008,Sara,20,69.93,C
3009,James,21,97.87,C
3010,David,19,75.88,A
3011,Alice,18,88.48,D
3012,Tom,19,67.51,A
3013,James,23,54.23,C
3014,Nina,22,96.45,D
3015,Alice,24,70.73,F
3016,Mike,22,90.51,B
3017,Mike,19,58.63,C
3018,Rachel,25,64.5,B
3019,Sara,22,78.0,D
3020,James,19,53.86,F
3021,Tom,18,78.53,B
3022,James,21,67.4,F
3023,David,23,90.82,F
3024,Alice,23,87.66,D
3025,Emma,21,57.15,D
3026,John,22,66.6,C
3027,Emma,19,52.01,A
3028,Tom,23,57.56,B
3029,John,25,53.46,C
3030,Nina,19,89.86,C
3031,Nina,18,51.54,B
3032,Emma,19,52.81,B
3033,Alice,20,51.12,B
3034,Alice,18,78.74,B
3035,Tom,21,68.07,C
3036,John,24,50.48,A
3037,Tom,20,82.01,B
3038,Sara,24,86.79,F
3039,Nina,21,66.69,C
3040,Emma,18,91.25,F
3041,Rachel,23,64.85,D
3042,Sara,18,66.73,C
3043,Tom,18,98.99,B
3044,John,24,81.06,F
3045,Nina,23,55.26,A
3046,Tom,19,63.53,F
3047,Tom,19,66.83,C
3048,Sara,23,98.59,B
3049,Tom,20,92.31,B
3050,Emma,19,83.96,B
3051,David,22,50.56,F
3052,Nina,23,99.6,C
3053,Mike,24,94.19,A
3054,John,18,59.09,D
3055,John,21,78.53,A
3056,David,18,88.9,B
3057,Sara,22,83.48,B
3058,Sara,23,89.31,D
3059,David,20,59.28,D
3060,Emma,21,69.34,B
3061,Tom,19,73.22,A
3062,Tom,24,99.96,C
3063,John,25,96.03,C
3064,Mike,24,73.58,F
3065,Emma,25,59.65,B
3066,James,23,84.25,C
3067,David,18,82.56,F
3068,David,23,79.28,C
3069,Rachel,21,64.19,C
3070,Tom,24,71.34,A
3071,Tom,24,53.48,F
3072,James,22,78.59,A
3073,John,20,85.47,B
3074,Nina,19,89.34,C
3075,Alice,22,63.57,B
3076,James,24,74.97,F
3077,James,19,55.2,F
3078,Tom,21,95.45,A
3079,Sara,23,71.43,B
3080,Sara,18,54.68,A
3081,John,23,70.4,F
3082,James,18,85.53,A
3083,Tom,25,97.57,A
3084,Nina,21,65.05,D
3085,Alice,23,89.81,C
3086,James,21,63.83,F
3087,Mike,25,88.37,A
3088,Emma,18,93.85,A
3089,Nina,24,57.97,F
3090,Emma,21,61.68,C
3091,James,22,61.91,A
3092,Tom,19,82.23,F
3093,Mike,21,99.2,F
3094,Tom,20,88.81,D
3095,John,23,97.61,A
3096,Rachel,24,79.84,A
3097,David,19,97.24,D
3098,Mike,21,53.14,B
3099,John,25,67.82,A
3100,James,18,62.43,D
3101,Emma,25,57.75,D
3102,John,18,71.49,F
3103,Rachel,25,53.28,B
3104,Rachel,24,82.42,F
3105,John,25,64.04,A
3106,John,19,76.3,F
3107,John,21,57.56,C
3108,James,22,66.2,C
3109,Alice,25,60.92,F
3110,Mike,19,50.97,D
3111,John,20,95.68,A
3112,Emma,25,66.43,C
3113,Sara,18,92.39,D
3114,Mike,19,91.28,C
3115,Sara,25,84.71,C
3116,Tom,21,65.6,A
3117,Alice,22,70.48,C
3118,Rachel,25,66.68,C
3119,Alice,19,66.73,B
3120,Rachel,25,67.53,D
3121,Emma,21,99.54,F
3122,Alice,18,55.44,B
3123,Mike,21,72.69,A
3124,John,24,55.2,F
3125,Sara,24,78.53,A
3126,Mike,21,62.7,B
3127,John,22,68.51,A
3128,Mike,24,90.44,A
3129,James,24,74.77,A
3130,David,24,95.68,B
3131,David,23,83.12,C
3132,Emma,21,84.34,A
3133,John,21,80.06,F
3134,Mike,24,60.55,B
3135,Rachel,21,97.94,A
3136,Emma,23,96.46,F
3137,Emma,20,60.67,D
3138,James,20,98.46,C
3139,David,20,94.32,D
3140,Alice,21,58.03,F
3141,David,21,67.14,C
3142,Emma,24,86.16,C
3143,Rachel,25,59.05,D
3144,Nina,21,91.87,D
3145,Alice,20,52.88,A
3146,David,22,64.61,B
3147,Rachel,21,97.56,C
3148,Emma,25,68.29,B
3149,Mike,21,65.07,B
3150,Nina,18,54.66,D
3151,Tom,25,91.17,F
3152,Rachel,23,99.56,C
3153,David,18,64.49,D
3154,Mike,22,60.49,B
3155,John,25,98.17,A
3156,Emma,25,76.48,B
3157,James,22,56.56,D
3158,Tom,23,98.0,F
3159,Nina,25,62.35,D
3160,Sara,18,73.88,A
3161,Alice,24,62.87,F
3162,Tom,25,76.56,A
3163,Sara,22,70.78,D
3164,James,20,91.45,A
3165,John,21,91.35,D
3166,Alice,22,55.92,B
3167,David,24,81.72,F
3168,Emma,25,59.73,A
3169,Rachel,22,63.29,D
3170,James,23,99.37,C
3171,Rachel,23,84.73,B
3172,Nina,25,80.29,A
3173,Nina,20,76.94,F
3174,Sara,25,70.56,A
3175,Sara,24,72.3,F
3176,Emma,20,55.84,D
3177,Emma,25,56.49,A
3178,Alice,19,67.54,C
3179,Nina,20,70.45,F
3180,Mike,22,67.54,B
3181,David,21,90.1,A
3182,Sara,24,66.06,D
3183,David,20,60.74,F
3184,Mike,19,99.12,C
3185,Rachel,22,78.83,A
3186,Sara,20,86.14,A
3187,Tom,23,76.95,F
3188,Alice,19,51.44,A
3189,Mike,25,90.91,B
3190,David,18,95.85,C
3191,Nina,24,96.34,C
3192,Tom,24,60.32,C
3193,Alice,18,63.84,B
3194,Mike,21,52.73,A
3195,Alice,19,69.65,A
3196,Emma,24,81.87,A
3197,David,22,60.91,C
3198,Mike,25,89.8,C
3199,Rachel,20,93.61,D
3200,John,20,55.91,A
3201,Mike,22,98.15,C
3202,Alice,21,60.3,D
3203,Sara,22,51.92,D
3204,Rachel,22,85.07,D
3205,Sara,25,83.02,B
3206,Rachel,18,86.03,A
3207,Emma,23,95.09,B
3208,Rachel,22,76.07,D
3209,John,21,63.93,D
3210,Mike,19,55.8,D
3211,Emma,20,91.73,C
3212,James,23,82.3,F
3213,Rachel,18,62.43,D
3214,Tom,21,53.47,B
3215,Alice,18,82.31,C
3216,Alice,20,85.82,D
3217,Mike,19,92.72,B
3218,Mike,20,50.46,D
3219,Mike,22,61.38,A
3220,Rachel,18,83.3,A
3221,Sara,25,72.97,D
3222,Nina,23,53.6,D
3223,Tom,22,71.07,F
3224,Rachel,18,82.77,D
3225,Tom,21,51.42,A
3226,Emma,18,59.18,A
3227,Sara,22,89.98,A
3228,Alice,24,84.23,F
3229,Tom,25,75.62,C
3230,Emma,20,72.48,A
3231,David,20,81.61,D
3232,Rachel,21,64.28,F
3233,John,23,80.81,A
3234,Sara,20,75.15,D
3235,John,25,73.49,A
3236,Nina,24,61.94,F
3237,John,23,64.52,A
3238,James,25,97.32,F
3239,Emma,19,62.67,D
3240,Mike,23,67.8,C
3241,John,22,99.64,F
3242,Mike,24,50.3,F
3243,John,25,73.93,B
3244,Mike,23,53.26,C
3245,James,22,79.25,F
3246,Tom,22,90.09,B
3247,James,24,95.43,F
3248,Emma,23,66.24,B
3249,Sara,21,92.39,D
3250,Alice,19,62.86,F
3251,David,19,88.19,D
3252,John,22,82.63,C
3253,Nina,19,99.66,B
3254,Emma,18,80.09,F
3255,Nina,24,74.02,A
3256,Mike,22,83.98,A
3257,Mike,25,64.13,F
3258,Tom,19,88.72,B
3259,Tom,19,95.46,A
3260,John,21,85.2,D
3261,Alice,24,99.51,C
3262,Emma,21,86.77,F
3263,Tom,24,96.83,C
3264,Alice,19,75.41,A
3265,James,24,70.4,F
3266,Nina,23,68.79,C
3267,Nina,18,79.3,B
3268,Sara,18,66.8,C
3269,James,25,96.85,F
3270,Alice,25,54.26,B
3271,Alice,24,84.46,A
3272,James,25,66.76,D
3273,Tom,22,69.97,C
3274,Alice,23,87.92,F
3275,John,24,72.21,B
3276,Alice,22,63.55,D
3277,Tom,18,77.43,B
3278,Mike,20,57.94,A
3279,David,19,75.18,D
3280,Nina,21,69.81,A
3281,John,22,78.83,B
3282,James,24,94.28,C
3283,John,24,87.78,C
3284,Mike,22,84.32,C
3285,Mike,22,90.45,C
3286,Rachel,20,94.92,C
3287,David,20,85.15,A
3288,Alice,22,85.48,B
3289,Emma,22,53.4,A
3290,Mike,24,72.0,F
3291,Rachel,21,65.5,A
3292,Rachel,18,57.58,A
3293,Alice,24,87.22,D
3294,Sara,23,72.28,F
3295,David,21,70.52,A
3296,David,22,74.44,A
3297,John,23,85.78,F
3298,James,23,92.8,C
3299,Alice,21,70.25,F
3300,Emma,18,67.76,A
3301,Emma,25,98.66,F
3302,Nina,21,82.62,A
3303,Sara,19,82.97,B
3304,Mike,22,78.74,B
3305,John,18,54.43,F
3306,John,25,89.59,D
3307,David,18,93.41,B
3308,Nina,19,61.18,B
3309,James,19,56.12,F
3310,Mike,19,80.48,C
3311,Rachel,22,59.75,A
3312,Sara,25,66.07,C
3313,Rachel,21,59.43,B
3314,Sara,24,91.94,C
3315,Nina,21,93.3,F
3316,David,21,63.69,F
3317,Tom,19,98.26,C
3318,Emma,18,84.24,C
3319,James,20,81.47,F
3320,Rachel,20,90.44,C
3321,Rachel,20,83.1,B
3322,Nina,19,93.41,D
3323,Tom,19,73.94,A
3324,Emma,22,52.24,A
3325,James,23,79.23,D
3326,Emma,22,50.22,A
3327,Rachel,20,58.22,A
3328,Tom,22,51.34,B
3329,Tom,20,82.96,C
3330,Nina,22,64.25,B
3331,John,21,84.53,F
3332,Emma,25,56.64,C
3333,Sara,20,53.98,B
3334,John,22,51.41,B
3335,John,18,82.19,B
3336,Rachel,19,78.16,B
3337,Mike,23,86.69,D
3338,John,22,68.67,B
3339,Nina,22,75.23,C
3340,Mike,25,80.43,B
3341,Tom,22,79.62,D
3342,Emma,22,65.08,A
3343,Mike,21,78.14,D
3344,David,20,54.82,B
3345,Nina,22,91.11,F
3346,David,24,50.41,C
3347,Emma,23,98.23,B
3348,Rachel,19,78.34,B
3349,Nina,20,90.1,C
3350,Tom,24,65.97,C
3351,Emma,19,84.9,C
3352,Nina,20,50.07,D
3353,John,21,83.02,A
3354,John,22,65.03,B
3355,Sara,22,73.2,B
3356,David,24,89.98,F
3357,David,21,57.36,B
3358,Rachel,23,78.1,B
3359,John,22,84.61,C
3360,Emma,20,79.74,C
3361,Tom,23,78.85,F
3362,Emma,21,85.45,B
3363,Tom,21,54.89,A
3364,Rachel,22,97.93,A
3365,Rachel,23,93.62,F
3366,James,21,96.54,D
3367,Mike,20,95.64,F
3368,Tom,21,66.83,D
3369,John,22,91.53,F
3370,Rachel,18,61.94,F
3371,Tom,19,88.96,D
3372,Rachel,23,68.12,B
3373,Emma,25,52.8,D
3374,Alice,19,75.2,A
3375,David,24,66.36,D
3376,Sara,21,74.15,B
3377,James,25,66.68,C
3378,Tom,21,54.57,D
3379,Mike,21,92.19,F
3380,John,25,51.83,F
3381,Rachel,24,82.17,F
3382,James,22,60.27,C
3383,James,18,52.21,A
3384,Emma,21,99.93,D
3385,John,23,89.67,D
3386,Sara,24,63.51,A
3387,David,24,52.76,A
3388,Alice,18,83.3,D
3389,Emma,24,55.69,A
3390,Sara,23,56.75,B
3391,Nina,21,85.4,B
3392,Emma,21,93.82,D
3393,John,24,75.41,B
3394,Rachel,23,99.97,D
3395,Sara,21,66.56,D
3396,Alice,23,77.64,D
3397,Nina,18,92.55,A
3398,Mike,19,61.48,B
3399,Tom,20,91.05,A
3400,Rachel,23,58.21,C
3401,Alice,25,64.36,D
3402,James,23,73.36,F
3403,David,21,99.33,C
3404,Alice,24,69.38,C
3405,John,23,70.36,F
3406,Sara,21,98.39,B
3407,Sara,24,68.67,C
3408,Tom,20,96.25,B
3409,Nina,18,85.14,C
3410,Rachel,23,70.39,A
3411,Mike,19,61.16,B
3412,Sara,23,67.68,F
3413,James,22,87.99,F
3414,Nina,25,98.08,A
3415,Tom,21,53.34,B
3416,Sara,25,58.91,B
3417,Nina,19,58.98,D
3418,Nina,18,57.52,B
3419,Mike,21,75.55,C
3420,John,22,89.16,B
3421,Rachel,25,89.46,F
3422,James,24,89.03,A
3423,Alice,21,53.69,F
3424,Emma,20,83.88,D
3425,David,20,73.29,B
3426,David,18,80.69,C
3427,David,20,79.47,A
3428,Emma,25,69.97,A
3429,John,18,93.77,D
3430,Rachel,25,63.23,B
3431,James,20,56.3,D
3432,Emma,25,62.62,B
3433,Rachel,20,89.93,A
3434,Tom,19,82.86,B
3435,Nina,20,67.66,C
3436,Mike,24,66.24,B
3437,Tom,21,62.74,F
3438,Sara,20,77.82,D
3439,Alice,23,69.48,C
3440,John,18,54.54,C
3441,James,21,98.35,A
3442,Emma,18,96.99,A
3443,Emma,19,51.57,A
3444,Mike,23,64.58,B
3445,Rachel,25,59.5,F
3446,Tom,21,59.89,F
3447,Mike,18,50.28,C
3448,James,21,98.22,D
3449,Mike,24,53.39,F
3450,Mike,22,85.7,A
3451,John,21,73.61,D
3452,Nina,21,84.88,A
3453,Alice,19,82.45,D
3454,Mike,18,96.13,D
3455,Rachel,24,77.51,C
3456,Tom,25,96.82,C
3457,Alice,20,61.2,C
3458,Alice,24,58.41,F
3459,Emma,25,69.99,D
3460,Rachel,21,64.73,B
3461,Tom,22,95.2,B
3462,Mike,19,52.69,C
3463,Alice,21,51.25,B
3464,John,24,74.42,F
3465,Tom,22,58.89,F
3466,Sara,22,87.94,A
3467,Emma,19,89.96,D
3468,Tom,20,62.03,A
3469,Emma,20,64.26,B
3470,James,21,87.03,B
3471,James,19,98.38,F
3472,Alice,22,80.96,C
3473,David,19,67.78,D
3474,John,24,53.37,D
3475,Nina,22,74.65,D
3476,Mike,18,92.95,A
3477,David,23,80.72,B
3478,Tom,18,74.0,B
3479,Nina,18,90.18,D
3480,Sara,25,60.85,F
3481,John,20,54.24,A
3482,John,18,65.97,C
3483,John,21,84.0,D
3484,James,23,81.8,C
3485,Sara,22,65.12,C
3486,Tom,18,52.85,F
3487,Rachel,25,81.94,C
3488,Alice,25,93.35,A
3489,Nina,23,81.84,B
3490,Sara,23,75.05,F
3491,Rachel,22,61.45,C
3492,Nina,25,94.82,B
3493,Tom,21,89.81,A
3494,Sara,21,89.92,A
3495,Emma,18,72.26,F
3496,John,23,61.97,B
3497,Alice,21,91.4,F
3498,Sara,22,58.7,F
3499,Tom,21,77.78,D
3500,Emma,18,77.33,D
3501,Alice,24,82.82,C
3502,Sara,25,66.21,A
3503,Tom,22,74.92,C
3504,Emma,21,92.83,F
3505,James,24,89.21,F
3506,Tom,23,86.13,C
3507,Rachel,23,69.6,D
3508,David,18,85.74,B
3509,Emma,18,86.67,A
3510,Alice,21,72.07,D
3511,Alice,18,66.41,D
3512,Nina,20,87.79,D
3513,Nina,21,82.4,C
3514,Alice,21,99.17,A
3515,James,24,96.26,B
3516,James,23,96.24,B
3517,Sara,25,92.06,A
3518,James,22,64.69,D
3519,David,24,95.43,C
3520,Tom,21,80.15,C
3521,Alice,23,97.62,C
3522,Emma,20,61.08,C
3523,John,23,65.33,F
3524,John,18,70.43,A
3525,Rachel,20,72.44,B
3526,John,18,80.83,C
3527,John,25,54.7,F
3528,Emma,21,51.22,F
3529,Emma,23,76.63,B
3530,Rachel,20,74.47,C
3531,Alice,21,53.8,B
3532,John,24,70.74,C
3533,James,22,64.86,B
3534,Mike,24,87.51,A
3535,Sara,25,89.17,F
3536,Sara,23,75.45,F
3537,James,25,54.41,C
3538,Mike,18,95.05,F
3539,James,22,59.68,C
3540,Tom,21,67.11,D
3541,James,20,50.4,A
3542,Sara,23,76.98,F
3543,Emma,20,95.7,F
3544,Nina,24,67.5,B
3545,Alice,24,97.36,A
3546,Sara,24,71.33,C
3547,Emma,23,50.45,B
3548,John,20,80.02,B
3549,Emma,24,67.24,C
3550,Nina,23,71.96,A
3551,Mike,19,65.78,F
3552,Sara,20,92.47,F
3553,Sara,18,62.09,C
3554,Sara,23,84.38,F
3555,Nina,22,70.86,C
3556,James,23,78.75,A
3557,Nina,22,61.18,F
3558,Sara,25,77.74,A
3559,Mike,21,58.46,D
3560,Rachel,25,62.92,D
3561,Tom,22,99.18,A
3562,Mike,25,57.78,F
3563,Rachel,21,86.65,D
3564,David,18,52.36,D
3565,Nina,21,80.44,C
3566,Sara,25,51.93,C
3567,Alice,22,66.19,A
3568,David,21,99.21,A
3569,Sara,22,63.77,B
3570,Tom,18,83.61,D
3571,Tom,20,90.25,F
3572,David,24,92.93,B
3573,Alice,25,77.83,C
3574,Nina,21,66.0,C
3575,Mike,20,64.7,D
3576,Mike,24,53.4,C
3577,Tom,20,76.07,B
3578,James,24,99.47,D
3579,Alice,21,84.32,C
3580,Alice,20,75.13,D
3581,Sara,20,50.92,F
3582,John,23,94.92,F
3583,Emma,24,59.87,D
3584,Alice,24,61.4,B
3585,Rachel,18,61.1,A
3586,Mike,25,85.81,F
3587,Alice,20,73.88,A
3588,James,25,70.2,F
3589,Mike,23,52.71,B
3590,Nina,20,78.23,A
3591,Nina,19,54.15,B
3592,Rachel,23,89.57,B
3593,Sara,22,83.99,D
3594,David,21,81.66,B
3595,Nina,24,58.56,B
3596,Nina,19,99.6,F
3597,Emma,22,54.14,B
3598,Emma,21,89.53,A
3599,Alice,21,66.56,F
3600,Sara,20,66.9,C
3601,Nina,23,67.46,C
3602,Nina,19,72.47,D
3603,Tom,25,86.79,F
3604,John,18,81.02,C
3605,Rachel,19,63.01,B
3606,Tom,23,64.8,B
3607,Tom,23,98.95,B
3608,Alice,19,77.56,D
3609,David,19,54.1,A
3610,James,21,73.94,F
3611,David,20,74.49,C
3612,Alice,19,90.4,C
3613,Tom,21,56.69,D
3614,Rachel,18,54.51,F
3615,James,23,79.4,A
3616,Rachel,23,67.81,B
3617,David,19,86.49,D
3618,John,18,82.1,C
3619,Nina,22,58.57,D
3620,John,19,61.4,F
3621,James,23,94.62,C
3622,Nina,21,81.44,B
3623,Alice,22,66.05,F
3624,Tom,23,91.19,C
3625,John,20,78.77,F
3626,James,21,60.36,C
3627,Mike,18,97.67,A
3628,David,23,60.44,F
3629,Nina,18,73.8,A
3630,Alice,23,88.47,B
3631,Alice,21,73.11,A
3632,Rachel,23,50.71,D
3633,Sara,19,71.03,D
3634,Alice,22,70.1,D
3635,Emma,20,68.8,A
3636,Rachel,24,56.53,D
3637,Alice,23,61.48,A
3638,Nina,24,71.3,D
3639,David,18,54.59,D
3640,Rachel,18,88.15,D
3641,David,19,85.36,A
3642,Alice,19,75.33,B
3643,Emma,23,77.32,A
3644,Mike,23,64.56,D
3645,James,23,72.41,B
3646,Tom,25,62.48,C
3647,Alice,22,66.7,F
3648,John,20,51.77,A
3649,Mike,20,61.87,D
3650,Mike,21,51.41,F
3651,Rachel,19,90.09,A
3652,Nina,25,50.47,B
3653,Tom,25,76.62,C
3654,David,18,91.68,D
3655,Sara,24,81.65,B
3656,Tom,18,89.09,B
3657,Emma,21,58.47,B
3658,Nina,21,87.75,A
3659,Nina,24,55.4,C
3660,Sara,18,86.2,B
3661,Sara,20,59.45,D
3662,Sara,24,80.65,C
3663,John,22,78.71,D
3664,David,18,89.93,D
3665,Mike,25,97.24,C
3666,Mike,19,99.3,C
3667,Tom,18,79.27,B
3668,Rachel,18,65.65,C
3669,Alice,22,68.08,B
3670,Mike,19,59.13,C
3671,Tom,18,88.86,D
3672,Sara,19,77.28,D
3673,James,18,76.59,A
3674,Mike,19,81.37,B
3675,James,21,72.76,C
3676,Rachel,20,51.69,B
3677,Sara,19,90.89,B
3678,James,21,85.3,A
3679,Alice,24,55.98,C
3680,Nina,18,93.94,A
3681,Rachel,22,91.67,C
3682,Nina,21,87.06,D
3683,Sara,22,94.27,B
3684,Tom,23,84.04,D
3685,Emma,22,75.17,B
3686,Rachel,24,57.19,D
3687,Emma,25,82.0,A
3688,Alice,19,72.01,C
3689,Rachel,25,73.93,A
3690,John,18,54.09,A
3691,Nina,25,52.54,B
3692,John,23,93.65,B
3693,Alice,24,92.92,A
3694,James,20,87.97,A
3695,Alice,21,81.91,B
3696,Tom,19,59.96,B
3697,David,23,63.54,A
3698,David,20,96.01,A
3699,Mike,22,56.37,D
3700,Nina,25,77.63,D
3701,John,25,55.63,A
3702,Sara,23,96.99,D
3703,Mike,18,88.49,A
3704,Tom,19,81.1,C
3705,James,25,61.25,A
3706,David,19,65.0,C
3707,Sara,19,50.41,C
3708,Alice,24,55.02,A
3709,David,22,60.96,C
3710,Sara,19,90.14,A
3711,Alice,25,92.1,B
3712,John,18,79.81,A
3713,John,23,75.36,C
3714,Mike,21,70.52,D
3715,James,24,71.68,A
3716,Mike,20,55.78,C
3717,Rachel,24,69.16,B
3718,Mike,22,67.92,D
3719,David,24,90.48,B
3720,Emma,23,73.05,F
3721,James,24,93.59,F
3722,Mike,25,66.99,B
3723,Mike,24,95.18,B
3724,Tom,23,83.69,D
3725,Alice,23,89.74,D
3726,Rachel,24,95.0,A
3727,Tom,21,90.18,D
3728,John,25,83.19,A
3729,Rachel,21,82.39,A
3730,David,18,77.36,C
3731,Tom,20,93.95,B
3732,Rachel,21,61.05,F
3733,Nina,19,65.51,A
3734,Nina,19,94.4,F
3735,James,18,88.04,D
3736,John,24,87.88,A
3737,John,24,81.8,D
3738,Rachel,18,96.64,A
3739,David,20,52.43,F
3740,Rachel,19,77.51,A
3741,Mike,22,62.32,D
3742,Rachel,24,70.07,A
3743,Rachel,18,63.46,A
3744,Sara,23,79.37,A
3745,Emma,19,67.3,A
3746,Sara,21,90.89,F
3747,Nina,22,72.76,D
3748,Nina,19,91.78,F
3749,Sara,18,88.49,F
3750,Nina,20,50.47,C
3751,Alice,25,72.62,B
3752,Mike,21,68.93,B
3753,Rachel,20,58.98,F
3754,David,23,98.64,D
3755,James,25,76.65,A
3756,Emma,19,65.55,F
3757,James,25,79.46,A
3758,Emma,19,94.73,A
3759,John,19,53.6,C
3760,John,19,55.41,C
3761,James,24,67.54,D
3762,James,24,89.04,B
3763,Tom,22,57.47,B
3764,James,24,51.9,A
3765,Rachel,18,61.91,D
3766,John,22,66.64,B
3767,James,21,73.68,A
3768,Tom,25,83.57,F
3769,David,24,74.55,B
3770,Mike,24,57.9,C
3771,James,24,59.71,D
3772,Emma,21,55.55,D
3773,Alice,24,74.45,B
3774,Nina,21,56.48,A
3775,Tom,21,58.77,C
3776,James,19,50.06,F
3777,Tom,25,83.59,A
3778,Emma,21,57.11,A
3779,David,20,68.96,A
3780,Emma,22,60.54,C
3781,David,24,61.55,D
3782,Mike,18,57.79,D
3783,David,19,86.38,F
3784,Emma,21,70.66,C
3785,Alice,18,60.11,C
3786,James,24,53.04,B
3787,David,20,90.32,A
3788,Sara,21,96.18,F
3789,Nina,22,63.63,D
3790,Alice,21,59.55,D
3791,Tom,22,78.17,B
3792,Tom,21,86.38,A
3793,Nina,24,74.48,F
3794,Emma,18,70.2,F
3795,Nina,22,90.32,B
3796,Nina,23,77.7,B
3797,James,24,84.77,B
3798,Alice,23,70.1,B
3799,David,23,87.46,C
3800,Alice,23,78.95,C
3801,Tom,23,74.93,A
3802,Sara,23,95.33,D
3803,Sara,22,73.58,C
3804,Nina,22,60.43,C
3805,Sara,23,56.69,F
3806,James,23,71.32,C
3807,James,19,71.86,B
3808,Nina,25,84.7,D
3809,James,20,67.89,C
3810,David,21,62.27,F
3811,Tom,22,83.32,D
3812,Mike,20,54.65,F
3813,Tom,18,90.04,B
3814,Alice,19,50.39,A
3815,Rachel,18,75.63,A
3816,Sara,18,98.56,C
3817,Sara,18,83.2,B
3818,James,24,73.77,D
3819,Emma,21,92.16,D
3820,John,21,54.41,D
3821,Emma,22,57.4,A
3822,Tom,18,57.03,B
3823,James,18,50.49,A
3824,Nina,20,65.3,A
3825,Alice,22,85.26,B
3826,Emma,19,93.49,C
3827,James,24,58.22,F
3828,David,18,75.7,C
3829,James,19,59.97,F
3830,David,20,65.77,D
3831,John,20,89.0,B
3832,John,19,60.6,D
3833,John,20,85.43,A
3834,Emma,20,51.64,B
3835,Rachel,22,88.28,B
3836,David,22,66.41,A
3837,Rachel,22,59.87,A
3838,Emma,19,85.88,C
3839,Emma,22,51.59,A
3840,Nina,20,65.88,A
3841,John,21,98.39,A
3842,Sara,22,95.22,F
3843,John,18,89.14,C
3844,David,25,56.9,C
3845,Alice,22,56.78,B
3846,Mike,24,79.44,B
3847,Nina,22,66.63,F
3848,Mike,24,55.12,D
3849,Sara,18,63.26,B
3850,Alice,24,88.7,B
3851,Nina,18,59.79,C
3852,Emma,21,72.17,C
3853,Emma,23,65.92,F
3854,Tom,19,67.01,B
3855,Sara,18,50.76,C
3856,Rachel,25,98.11,D
3857,Nina,22,74.3,D
3858,Mike,19,98.12,B
3859,Rachel,24,76.96,B
3860,James,24,94.9,B
3861,Emma,22,58.4,F
3862,Mike,23,76.88,F
3863,James,19,55.26,C
3864,Rachel,22,53.36,B
3865,Alice,25,66.24,A
3866,Rachel,23,81.54,A
3867,Rachel,21,99.27,C
3868,John,24,86.11,A
3869,Rachel,18,78.15,F
3870,Tom,20,57.07,C
3871,David,21,69.28,B
3872,James,18,78.46,C
3873,James,20,98.46,B
3874,Nina,23,72.35,C
3875,Alice,20,70.15,B
3876,James,19,56.36,A
3877,Rachel,20,78.79,D
3878,Tom,23,61.47,F
3879,Alice,18,71.61,F
3880,James,21,75.71,C
3881,Tom,24,71.77,D
3882,Alice,20,69.57,C
3883,James,23,79.98,A
3884,Rachel,19,88.81,D
3885,Mike,22,69.96,A
3886,Alice,21,69.18,C
3887,Alice,25,63.52,F
3888,Emma,20,66.07,C
3889,Mike,21,55.15,F
3890,David,22,96.95,F
3891,James,24,88.04,C
3892,Mike,21,52.34,C
3893,James,20,57.22,F
3894,Mike,25,89.76,B
3895,Nina,25,63.48,B
3896,Sara,25,70.28,C
3897,Rachel,19,56.85,B
3898,Rachel,25,65.71,B
3899,James,23,73.73,D
3900,Tom,21,79.91,F
3901,Emma,24,51.63,B
3902,David,19,67.18,C
3903,Rachel,20,90.06,F
3904,Alice,21,54.24,A
3905,Nina,24,78.62,A
3906,Nina,24,70.52,F
3907,Tom,22,59.64,A
3908,Mike,22,54.86,A
3909,Alice,21,76.06,F
3910,Mike,25,94.17,F
3911,Alice,22,58.44,C
3912,Rachel,25,90.25,C
3913,Emma,22,58.95,A
3914,David,22,80.93,D
3915,Sara,21,53.47,B
3916,Sara,21,99.94,B
3917,Emma,18,62.49,B
3918,Rachel,20,78.99,F
3919,Sara,18,80.18,B
3920,David,25,63.97,D
3921,Nina,22,57.28,A
3922,Nina,24,84.5,A
3923,Nina,24,77.45,B
3924,Emma,20,91.77,D
